"id","basin","name","year","month","day","hour","latitude_id","latitude","longitude_id","longitude","wind_speed","central_pressure","wind_intensity"
"01 SI2005","SI","PHOEBE",2004,9,1,0,"south",-5.3,"east",90,35,1000,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,1,6,"south",-5.5,"east",90.4,35,998,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,1,12,"south",-6.2,"east",90.5,35,998,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,1,18,"south",-7.1,"east",90.8,35,995,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,2,0,"south",-8,"east",91.2,35,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,2,6,"south",-8.3,"east",91.7,40,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,2,12,"south",-8.9,"east",91.8,45,990,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,2,18,"south",-9,"east",92.3,45,990,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,3,0,"south",-9.1,"east",92.8,45,990,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,3,6,"south",-9.4,"east",92.9,40,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,3,12,"south",-9.5,"east",93,40,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,3,18,"south",-9.5,"east",93.1,40,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,4,0,"south",-9.6,"east",93.2,35,992,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,4,6,"south",-9.8,"east",92.9,35,995,"(30,55]"
"01 SI2005","SI","PHOEBE",2004,9,4,12,"south",-9.7,"east",92.7,30,998,"(10,30]"
"01 SI2005","SI","PHOEBE",2004,9,4,18,"south",-9.6,"east",92.6,30,998,"(10,30]"
"01 SI2005","SI","PHOEBE",2004,9,5,0,"south",-9.5,"east",92.5,30,998,"(10,30]"
"01 SI2005","SI","PHOEBE",2004,9,5,6,"south",-9.7,"east",92.3,25,1000,"(10,30]"
"01 SI2005","SI","PHOEBE",2004,9,5,12,"south",-9.9,"east",91.7,25,1000,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,6,12,"south",-5,"east",84.9,20,1007,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,6,18,"south",-5.5,"east",84.5,25,1006,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,7,0,"south",-6.1,"east",83.8,25,1005,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,7,6,"south",-7.2,"east",83.3,25,1004,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,7,12,"south",-7.9,"east",82.5,25,1002,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,7,18,"south",-8.5,"east",81,30,1000,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,8,0,"south",-9.2,"east",79.9,37,996,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,8,6,"south",-9.8,"east",79.2,43,993,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,8,12,"south",-10.2,"east",78.6,50,987,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,8,18,"south",-10.7,"east",78.1,60,978,"(55,70]"
"03 SI2005","SI","AROLA",2004,11,9,0,"south",-10.9,"east",77.4,60,978,"(55,70]"
"03 SI2005","SI","AROLA",2004,11,9,6,"south",-10.9,"east",76.6,60,978,"(55,70]"
"03 SI2005","SI","AROLA",2004,11,9,12,"south",-10.4,"east",76,55,982,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,9,18,"south",-10.3,"east",75.8,52,985,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,10,0,"south",-10.5,"east",75.6,50,987,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,10,6,"south",-10.8,"east",75.2,50,988,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,10,12,"south",-11,"east",74.5,45,991,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,10,18,"south",-11,"east",74.2,40,995,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,11,0,"south",-11.1,"east",74,37,996,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,11,6,"south",-11.1,"east",74,37,996,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,11,12,"south",-11.3,"east",73.9,37,996,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,11,18,"south",-11.4,"east",73.8,35,997,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,12,0,"south",-11.6,"east",73.6,35,997,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,12,6,"south",-12,"east",73.2,33,999,"(30,55]"
"03 SI2005","SI","AROLA",2004,11,12,12,"south",-12.5,"east",72.1,30,1000,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,12,18,"south",-12.7,"east",71.2,30,1001,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,13,0,"south",-12.9,"east",70.4,27,1002,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,13,6,"south",-13,"east",69.5,25,1003,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,13,12,"south",-13.1,"east",68.7,25,1004,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,13,18,"south",-13.2,"east",68.1,25,1005,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,14,0,"south",-13.3,"east",67.5,25,1005,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,14,6,"south",-13.4,"east",66.8,25,1005,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,14,12,"south",-13.6,"east",66.3,25,1005,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,14,18,"south",-13.7,"east",65.9,20,1006,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,15,0,"south",-13.8,"east",65.2,20,1006,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,15,6,"south",-14,"east",64.7,20,1006,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,15,12,"south",-14.2,"east",64.3,20,1006,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,15,18,"south",-14.2,"east",63.8,20,1007,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,16,0,"south",-14.1,"east",63.3,20,1007,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,16,6,"south",-14,"east",62.6,20,1008,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,16,12,"south",-14.1,"east",62,20,1008,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,16,18,"south",-14.1,"east",61.1,20,1008,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,17,0,"south",-14.1,"east",59.9,20,1009,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,17,6,"south",-14.1,"east",59.2,20,1009,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,17,12,"south",-14.1,"east",58,20,1009,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,17,18,"south",-13.9,"east",56.6,20,1010,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,18,0,"south",-13.5,"east",55.2,20,1010,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,18,6,"south",-13.1,"east",54,20,1010,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,18,12,"south",-12.6,"east",53,20,1010,"(10,30]"
"03 SI2005","SI","AROLA",2004,11,18,18,"south",-11.8,"east",51.5,20,1011,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,19,12,"south",-6.1,"east",77.9,20,1007,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,19,18,"south",-6.5,"east",78,20,1006,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,20,0,"south",-6.9,"east",78.1,20,1005,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,20,6,"south",-7.3,"east",78.1,25,1004,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,20,12,"south",-7.8,"east",78.1,25,1003,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,20,18,"south",-7.9,"east",78.5,25,1002,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,21,0,"south",-8,"east",78.8,30,1000,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,21,6,"south",-8,"east",79.1,33,998,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,21,12,"south",-8.2,"east",79.1,35,996,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,21,18,"south",-8.6,"east",78.7,43,992,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,22,0,"south",-8.7,"east",78.4,50,987,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,22,6,"south",-8.9,"east",77.8,55,982,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,22,12,"south",-8.7,"east",77.2,65,972,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,22,18,"south",-8.4,"east",76.7,85,950,"(70,85]"
"04 SI2005","SI","BENTO",2004,11,23,0,"south",-8.3,"east",76.3,100,932,"(85,100]"
"04 SI2005","SI","BENTO",2004,11,23,6,"south",-8.3,"east",75.8,110,920,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,23,12,"south",-8.5,"east",75.2,115,915,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,23,18,"south",-8.5,"east",74.7,115,915,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,24,0,"south",-8.9,"east",74.3,110,920,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,24,6,"south",-9.2,"east",73.9,105,928,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,24,12,"south",-9.6,"east",73.4,105,930,"(100,120]"
"04 SI2005","SI","BENTO",2004,11,24,18,"south",-9.8,"east",73.3,100,935,"(85,100]"
"04 SI2005","SI","BENTO",2004,11,25,0,"south",-10,"east",73.4,90,945,"(85,100]"
"04 SI2005","SI","BENTO",2004,11,25,6,"south",-10.7,"east",73.5,80,958,"(70,85]"
"04 SI2005","SI","BENTO",2004,11,25,12,"south",-11.5,"east",73.6,75,962,"(70,85]"
"04 SI2005","SI","BENTO",2004,11,25,18,"south",-12,"east",73.8,70,968,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,26,0,"south",-12.4,"east",74,65,972,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,26,6,"south",-12.9,"east",74.2,60,978,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,26,12,"south",-13.6,"east",74.7,57,980,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,26,18,"south",-14.1,"east",75.1,60,978,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,27,0,"south",-14.6,"east",75.6,70,968,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,27,6,"south",-15.1,"east",75.9,70,968,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,27,12,"south",-15.4,"east",76.4,65,972,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,27,18,"south",-15.6,"east",76.9,60,978,"(55,70]"
"04 SI2005","SI","BENTO",2004,11,28,0,"south",-15.7,"east",77.4,55,982,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,28,6,"south",-16,"east",77.4,50,988,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,28,12,"south",-16.1,"east",77.2,45,990,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,28,18,"south",-16.2,"east",76.8,43,992,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,29,0,"south",-16.4,"east",76.4,40,994,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,29,6,"south",-16.5,"east",75.9,35,997,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,29,12,"south",-16.6,"east",75.1,35,997,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,29,18,"south",-16.8,"east",74.2,35,997,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,30,0,"south",-17,"east",73.5,33,998,"(30,55]"
"04 SI2005","SI","BENTO",2004,11,30,6,"south",-17.4,"east",72.5,30,1000,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,30,12,"south",-17.7,"east",71.5,30,1001,"(10,30]"
"04 SI2005","SI","BENTO",2004,11,30,18,"south",-17.9,"east",70.5,27,1003,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,1,0,"south",-18,"east",69.5,25,1004,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,1,6,"south",-18,"east",68.7,25,1005,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,1,12,"south",-17.9,"east",67.8,25,1006,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,1,18,"south",-17.8,"east",66.8,25,1007,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,2,0,"south",-17.7,"east",65.8,25,1008,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,2,6,"south",-17.7,"east",64.3,25,1009,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,2,12,"south",-17.6,"east",62.5,25,1010,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,2,18,"south",-17.5,"east",60.7,20,1011,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,3,0,"south",-17.4,"east",58.9,20,1011,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,3,6,"south",-17.4,"east",57.1,20,1012,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,3,12,"south",-17.1,"east",55.7,20,1012,"(10,30]"
"04 SI2005","SI","BENTO",2004,12,3,18,"south",-16.9,"east",54.1,0,1013,NA
"04 SI2005","SI","BENTO",2004,12,4,0,"south",-16.6,"east",52.5,0,1013,NA
"04 SI2005","SI","BENTO",2004,12,4,6,"south",-16.3,"east",51.1,0,1013,NA
"06 SI2005","SI","CHAMBO",2004,12,22,12,"south",-6.8,"east",89.2,25,1002,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,22,18,"south",-7.1,"east",88.4,25,1001,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,23,0,"south",-7.6,"east",87.7,25,1000,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,23,6,"south",-8.4,"east",87,27,999,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,23,12,"south",-9,"east",86.6,30,998,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,23,18,"south",-9.5,"east",86.2,30,997,"(10,30]"
"06 SI2005","SI","CHAMBO",2004,12,24,0,"south",-10.3,"east",85.4,35,995,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,24,6,"south",-10.9,"east",84.3,43,990,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,24,12,"south",-11.3,"east",83.8,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,24,18,"south",-11.8,"east",83.2,55,980,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,25,0,"south",-12.4,"east",82.5,60,975,"(55,70]"
"06 SI2005","SI","CHAMBO",2004,12,25,6,"south",-13,"east",81.9,70,965,"(55,70]"
"06 SI2005","SI","CHAMBO",2004,12,25,12,"south",-13.8,"east",81.2,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,25,18,"south",-14.4,"east",80.6,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,26,0,"south",-15.2,"east",80,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,26,6,"south",-15.7,"east",79.9,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,26,12,"south",-16.4,"east",79.6,85,950,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,26,18,"south",-17,"east",79.2,85,950,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,27,0,"south",-17.5,"east",78.7,85,950,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,27,6,"south",-17.8,"east",78.3,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,27,12,"south",-18,"east",77.7,80,955,"(70,85]"
"06 SI2005","SI","CHAMBO",2004,12,27,18,"south",-18.4,"east",77,65,970,"(55,70]"
"06 SI2005","SI","CHAMBO",2004,12,28,0,"south",-18.8,"east",76.2,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,28,6,"south",-19.1,"east",75.3,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,28,12,"south",-19.6,"east",74.4,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,28,18,"south",-20.1,"east",73.6,45,987,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,29,0,"south",-20.8,"east",72.8,45,987,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,29,6,"south",-21.5,"east",72.1,45,988,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,29,12,"south",-22.1,"east",71.7,45,987,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,29,18,"south",-22.9,"east",71.4,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,30,0,"south",-23.7,"east",71.1,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,30,6,"south",-24.1,"east",70.8,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,30,12,"south",-24.2,"east",70.7,55,983,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,30,18,"south",-24.6,"east",70.5,55,983,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,31,0,"south",-24.9,"east",70.1,50,985,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,31,6,"south",-25.1,"east",69.8,45,987,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,31,12,"south",-25.3,"east",69.3,45,987,"(30,55]"
"06 SI2005","SI","CHAMBO",2004,12,31,18,"south",-25.7,"east",68.7,43,988,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,1,0,"south",-26.6,"east",68.5,40,990,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,1,6,"south",-27.1,"east",67.9,40,992,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,1,12,"south",-28.1,"east",67.9,40,992,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,1,18,"south",-29,"east",67.9,40,994,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,2,0,"south",-29.9,"east",67.7,40,994,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,2,6,"south",-30.5,"east",67.5,37,995,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,2,12,"south",-31,"east",67.5,35,998,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,2,18,"south",-31.4,"east",68,33,1000,"(30,55]"
"06 SI2005","SI","CHAMBO",2005,1,3,0,"south",-32.1,"east",68.9,30,1003,"(10,30]"
"06 SI2005","SI","CHAMBO",2005,1,3,6,"south",-32.9,"east",70.1,30,1005,"(10,30]"
"06 SI2005","SI","CHAMBO",2005,1,3,12,"south",-33.5,"east",71.5,27,1006,"(10,30]"
"06 SI2005","SI","CHAMBO",2005,1,3,18,"south",-34.2,"east",73.5,25,1008,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,21,12,"south",-16,"west",-144.2,15,1004,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,21,18,"south",-16.3,"west",-144.5,15,1004,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,22,0,"south",-16.6,"west",-144.8,20,1003,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,22,6,"south",-16.8,"west",-145.1,20,1003,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,22,12,"south",-17.2,"west",-145.4,20,1002,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,22,18,"south",-17.7,"west",-146.1,20,1002,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,23,0,"south",-17.5,"west",-146.6,20,1002,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,23,6,"south",-17,"west",-146.3,25,1000,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,23,12,"south",-17.2,"west",-145.7,25,1000,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,23,18,"south",-17.8,"west",-145.4,25,999,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,24,0,"south",-18.2,"west",-145.2,30,998,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,24,6,"south",-18.5,"west",-145.1,30,997,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,24,12,"south",-19,"west",-145.2,30,996,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,24,18,"south",-19.5,"west",-145.3,35,995,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,25,0,"south",-20.2,"west",-145.6,35,993,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,25,6,"south",-20.9,"west",-145.8,40,990,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,25,12,"south",-21.7,"west",-146.2,45,987,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,25,18,"south",-22.5,"west",-146.7,45,987,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,26,0,"south",-23.5,"west",-147.1,45,987,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,26,6,"south",-24.5,"west",-147.1,40,990,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,26,12,"south",-25,"west",-147,40,990,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,26,18,"south",-27,"west",-147.3,40,993,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,27,0,"south",-28.5,"west",-146.5,35,996,"(30,55]"
"02 SP2005","SP","JUDY",2004,12,27,6,"south",-29.5,"west",-145.7,30,998,"(10,30]"
"02 SP2005","SP","JUDY",2004,12,27,12,"south",-30.5,"west",-144.5,30,999,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,30,0,"south",-12.9,"east",119.8,20,1004,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,30,6,"south",-13.3,"east",120.2,25,1002,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,30,12,"south",-13.7,"east",120.6,25,1002,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,30,18,"south",-14,"east",120.9,25,1000,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,31,0,"south",-14.2,"east",121.1,25,998,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,31,6,"south",-14.3,"east",121.2,30,995,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,31,12,"south",-14.5,"east",121.3,30,995,"(10,30]"
"07 SI2005","SI","RAYMOND",2004,12,31,18,"south",-14.6,"east",121.3,30,995,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,1,0,"south",-14.3,"east",121.3,35,995,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,1,6,"south",-14.4,"east",121.8,35,995,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,1,12,"south",-14.5,"east",122.3,35,995,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,1,18,"south",-14.4,"east",122.7,35,990,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,2,0,"south",-14.2,"east",123.2,45,985,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,2,6,"south",-14,"east",124,45,985,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,2,12,"south",-14.2,"east",125.3,45,985,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,2,15,"south",-14.4,"east",126.4,35,990,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,2,18,"south",-14.8,"east",127.5,35,993,"(30,55]"
"07 SI2005","SI","RAYMOND",2005,1,3,0,"south",-15.2,"east",129.2,30,1000,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,3,6,"south",-16.5,"east",130.2,20,999,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,3,12,"south",-17.3,"east",130.7,15,999,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,3,18,"south",-17.5,"east",132,15,999,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,4,0,"south",-17.8,"east",134.2,15,999,"(10,30]"
"07 SI2005","SI","RAYMOND",2005,1,4,6,"south",-18.4,"east",134.5,15,997,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,4,12,"south",-18.5,"east",136.5,15,999,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,4,18,"south",-18,"east",137,15,999,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,5,0,"south",-17.5,"east",137.5,15,1000,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,5,6,"south",-17.1,"east",137.8,15,999,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,5,12,"south",-16.8,"east",138.3,15,999,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,5,18,"south",-16.6,"east",138.7,15,1000,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,6,0,"south",-16.2,"east",139.1,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,6,6,"south",-16.2,"east",139.8,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,6,12,"south",-16.8,"east",140.1,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,6,18,"south",-16.7,"east",140.4,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,7,0,"south",-16.3,"east",140.6,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,7,6,"south",-16,"east",139.6,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,7,12,"south",-15.9,"east",139.4,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,7,18,"south",-15.6,"east",138.9,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,8,0,"south",-15.5,"east",138.9,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,8,6,"south",-15.3,"east",138.8,15,1001,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,8,12,"south",-15.2,"east",138.7,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,8,18,"south",-15.1,"east",138.6,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,9,0,"south",-14.6,"east",138.2,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,9,6,"south",-14.6,"east",138.1,15,1002,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,9,12,"south",-14.6,"east",137.6,15,1003,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,9,18,"south",-14.6,"east",137.1,15,1003,"(10,30]"
"07 SP2005","SP","RAYMOND",2005,1,10,0,"south",-14.7,"east",136.6,15,1004,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,3,0,"south",-9,"east",176.6,20,1003,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,3,6,"south",-9.1,"east",176.4,20,1003,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,3,12,"south",-9.2,"east",176,20,1002,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,3,18,"south",-9.3,"east",175.7,20,1002,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,4,0,"south",-9.5,"east",175.4,25,1000,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,4,6,"south",-9.6,"east",175,25,1000,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,4,12,"south",-9.9,"east",174.5,25,1000,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,4,18,"south",-10.1,"east",174,25,1000,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,5,0,"south",-10.6,"east",173.5,25,1000,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,5,6,"south",-11.6,"east",172.9,30,998,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,5,12,"south",-12.5,"east",172.4,30,997,"(10,30]"
"03 SP2005","SP","KERRY",2005,1,5,18,"south",-13.3,"east",171.6,35,995,"(30,55]"
"03 SP2005","SP","KERRY",2005,1,6,0,"south",-13.9,"east",171,35,995,"(30,55]"
